PitchID,DatePitched,ItemID,UnitID,NumberOfUnits,PitchComments,PitchReason
981,2005-07-25 00:00:00,24,19.0,4,,Other
982,2005-07-25 00:00:00,3249,19.0,1,,Other
983,2005-07-25 00:00:00,1238,19.0,2,,Other
984,2005-07-25 00:00:00,3428,19.0,1,,Other
985,2005-07-25 00:00:00,3222,19.0,2,,Other
986,2005-07-25 00:00:00,3684,19.0,3,,Other
987,2005-07-20 00:00:00,1577,19.0,18,mixed types- overwatered not enough air,Other
988,2005-11-01 00:00:00,1357,19.0,2,missing pitch date,Other
989,2005-11-01 00:00:00,952,19.0,1,missing pitch date,Other
990,2005-11-01 00:00:00,939,19.0,3,missing pitch date,Other
991,2005-07-20 00:00:00,150,5.0,1/5,,Overstock
992,2005-07-20 00:00:00,3867,5.0,2/5,,Overstock
993,2005-07-20 00:00:00,826,19.0,1,,Other
994,2005-07-20 00:00:00,3084,5.0,3/5,,Overstock
995,2005-07-20 00:00:00,3856,19.0,3,excessively wet,Other
996,2005-07-20 00:00:00,871,20.0,1,,Other
997,2005-07-20 00:00:00,2499,20.0,1,,Other
998,2005-07-20 00:00:00,2396,5.0,1,excessively wet,Other
999,2005-07-20 00:00:00,2166,5.0,1/5,,Disease
1000,2005-07-20 00:00:00,1398,19.0,1,,
1001,2005-07-20 00:00:00,3135,19.0,4,overwatered,
1002,2005-07-20 00:00:00,3684,19.0,1,,
1003,2005-07-20 00:00:00,1279,19.0,3,,
1004,2005-07-20 00:00:00,3194,19.0,5,too wet,
1005,2005-07-20 00:00:00,2872,19.0,2,,
1006,2005-07-20 00:00:00,2654,19.0,1,,
1007,2005-07-20 00:00:00,2726,2.0,2,,Overstock
1008,2005-07-20 00:00:00,1046,19.0,2,,
1009,2005-07-20 00:00:00,2668,5.0,1,,
1010,2005-07-20 00:00:00,3652,37.0,2,,
1011,2005-07-20 00:00:00,907,19.0,5,,
1012,2005-07-20 00:00:00,1374,1.0,2,,
1013,2005-07-20 00:00:00,2874,19.0,6,,
1014,2005-07-20 00:00:00,2327,19.0,2,,
1015,2005-07-20 00:00:00,250,5.0,1/5,,
1016,2005-07-20 00:00:00,2647,19.0,4,,
1017,2005-09-23 00:00:00,145,5.0,2/5,,Overstock
1018,2005-09-23 00:00:00,150,5.0,1/3,,Overstock
1019,2005-09-23 00:00:00,3003,5.0,1/5,,Overstock
1020,2005-09-23 00:00:00,319,5.0,1/15,,Overstock
1021,2005-09-23 00:00:00,3801,5.0,1/15,,Overstock
1022,2005-11-01 00:00:00,5,5.0,2/15,missing pitch date,Overstock
1023,2005-11-01 00:00:00,42,5.0,2/3,missing pitch date,Overstock
1024,2005-11-01 00:00:00,4540,5.0,1/5,missing pitch date,Overstock
1025,2005-11-01 00:00:00,151,5.0,1/15,missing pitch date,Overstock
1026,2005-09-23 00:00:00,2965,5.0,1 1/3,,Overstock
1027,2005-09-23 00:00:00,296,5.0,2/3,,Overstock
1028,2005-09-23 00:00:00,3430,5.0,1/5,,Overstock
1029,2005-09-23 00:00:00,3450,5.0,1/3,,Overstock
1030,2005-09-23 00:00:00,281,5.0,2/15,,Overstock
1031,2005-09-23 00:00:00,320,5.0,1/15,,Overstock
1032,2005-09-23 00:00:00,3596,5.0,1/15,,Overstock
1033,2005-09-23 00:00:00,4097,5.0,1/15,,Overstock
1034,2005-09-23 00:00:00,3867,5.0,1,,Overstock
1035,2005-09-23 00:00:00,296,5.0,1,,Overstock
1036,2005-09-06 00:00:00,3440,20.0,2,,whitefly infested
1037,2005-09-06 00:00:00,281,5.0,9/15,,whitefly infested
1038,2005-09-06 00:00:00,3076,5.0,4/5,,Overstock
1039,2005-08-27 00:00:00,3408,5.0,1/3,,
1040,2005-08-27 00:00:00,2965,5.0,3/4,,
1041,2005-08-27 00:00:00,3303,18.0,3,,
1042,2005-08-27 00:00:00,3318,5.0,1 2/3,,
1043,2005-08-27 00:00:00,3793,5.0,2,,
1044,2005-08-27 00:00:00,23,5.0,1 2/3,,
1045,2005-08-27 00:00:00,3940,5.0,2,not terribly impressive,
1046,2005-08-23 00:00:00,1421,19.0,2,,
1047,2005-08-23 00:00:00,2586,19.0,1,,
1048,2005-08-27 00:00:00,2944,19.0,1,,
1049,2005-09-20 00:00:00,3076,5.0,2/5,,
1050,2005-09-20 00:00:00,3096,5.0,4/15,,
1051,2005-09-20 00:00:00,3023,5.0,1/3,,
1052,2005-09-20 00:00:00,3535,5.0,1,,
1053,2005-09-20 00:00:00,3804,5.0,1/2,,
1054,2005-09-20 00:00:00,2986,5.0,1/5,,
1055,2005-09-20 00:00:00,3287,5.0,1,,
1056,2005-09-20 00:00:00,2320,5.0,1 3/4,,
1057,2005-09-20 00:00:00,3094,5.0,3/4,,
1058,2005-09-20 00:00:00,299,5.0,3/4,,
1059,2005-09-20 00:00:00,3430,5.0,6/15,,
1060,2005-09-20 00:00:00,281,5.0,3/15,,
1061,2005-09-20 00:00:00,3573,5.0,2/15,,
1062,2005-09-20 00:00:00,4097,5.0,2/15,,
1063,2005-09-20 00:00:00,296,5.0,1,,
1064,2005-09-20 00:00:00,320,5.0,7/15,,
1065,2005-09-20 00:00:00,312,5.0,3/4,,
1066,2005-08-20 00:00:00,1577,19.0,21,all mixed shastas over H2O,
1067,2005-08-20 00:00:00,3685,19.0,3,,
1068,2005-08-20 00:00:00,1203,19.0,2,,
1069,2005-08-20 00:00:00,191,5.0,1/5,,
1070,2005-08-20 00:00:00,3342,5.0,1/3,,
1071,2005-08-20 00:00:00,3343,5.0,2/5,,
1072,2005-08-20 00:00:00,2851,5.0,1,,
1073,2005-08-20 00:00:00,2425,5.0,1,,
1074,2005-08-20 00:00:00,3876,5.0,1/2,,
1075,2005-08-20 00:00:00,3084,5.0,3/4,,
1076,2005-08-20 00:00:00,3471,5.0,9/15,,
1077,2005-08-20 00:00:00,3468,5.0,1 2/5,,
1078,2005-08-20 00:00:00,3076,5.0,1,,
1079,2005-08-20 00:00:00,2169,5.0,2,mixed mostly yellow & red,
1080,2005-08-20 00:00:00,3940,5.0,3,,
1081,2005-08-20 00:00:00,2741,16.0,11,,
1082,2005-08-20 00:00:00,3949,5.0,1/5,,
1083,2005-08-20 00:00:00,299,5.0,7/15,,
1084,2005-08-21 00:00:00,2872,19.0,1,,
1085,2005-08-21 00:00:00,2587,19.0,2,,
1086,2005-08-21 00:00:00,1385,19.0,2,,
1087,2005-08-21 00:00:00,2586,19.0,1,,
1088,2005-08-21 00:00:00,900,19.0,2,,
1089,2005-08-21 00:00:00,1379,19.0,3,,
1090,2005-08-21 00:00:00,3722,19.0,1,,
1091,2005-08-21 00:00:00,1577,19.0,1,,
1092,2005-08-21 00:00:00,1578,19.0,3,,
1093,2005-08-21 00:00:00,2685,19.0,2,,
1094,2005-08-21 00:00:00,1031,19.0,1,,
1095,2005-08-21 00:00:00,918,19.0,2,,
1096,2005-08-21 00:00:00,1045,19.0,2,,
1097,2005-08-21 00:00:00,1469,19.0,3,,
1098,2005-08-21 00:00:00,1074,19.0,1,,
1099,2005-08-21 00:00:00,3748,19.0,1,,
1100,2005-08-21 00:00:00,1086,19.0,1,,
1101,2005-08-21 00:00:00,3914,19.0,21,,
1102,2005-08-21 00:00:00,3916,19.0,6,,
1103,2005-08-10 00:00:00,2685,19.0,2,,
1104,2005-08-21 00:00:00,3962,19.0,2,,
1105,2005-08-21 00:00:00,1379,19.0,2,,
1106,2005-08-21 00:00:00,3529,19.0,1,,
1107,2005-08-21 00:00:00,3270,19.0,4,,
1108,2005-08-21 00:00:00,1550,19.0,1,,
1109,2005-08-21 00:00:00,2526,19.0,1,,
1110,2005-08-21 00:00:00,1146,19.0,1,,
1111,2005-08-21 00:00:00,3420,19.0,1,,
1112,2005-08-21 00:00:00,2635,19.0,1,,
1113,2005-09-20 00:00:00,3468,5.0,1/5,,
1114,2005-09-20 00:00:00,42,5.0,4/5,,
1115,2005-09-20 00:00:00,1222,5.0,4/5,,
1116,2005-09-20 00:00:00,2608,5.0,2/15,,
1117,2005-09-20 00:00:00,3891,5.0,4/15,,
1118,2005-09-20 00:00:00,223,5.0,4/15,,
1119,2005-09-20 00:00:00,27,5.0,3/5,,
1120,2005-09-20 00:00:00,3894,5.0,3/5,,
1121,2005-09-20 00:00:00,3652,5.0,1/3,,
1122,2005-09-20 00:00:00,3866,5.0,11/15,,
1123,2005-09-20 00:00:00,3867,5.0,7/15,,
1125,2005-10-15 00:00:00,3733,19.0,12,,
1126,2005-11-01 00:00:00,1055,19.0,,missing pitch date,
1128,2006-08-02 00:00:00,2124,37.0,1,,Overstock
1129,2006-08-02 00:00:00,320,37.0,5,,Overstock
1130,2006-08-02 00:00:00,4516,37.0,5,,Overstock
1131,2006-08-02 00:00:00,280,37.0,6,,Overstock
1132,2006-08-02 00:00:00,4542,37.0,4,,Overstock
1133,2006-08-02 00:00:00,4541,37.0,2,,Overstock
1134,2006-08-02 00:00:00,4555,37.0,8,,Overstock
1135,2006-08-02 00:00:00,2781,37.0,6,,Overstock
1136,2006-08-02 00:00:00,3480,37.0,8,,Overstock
1137,2006-08-02 00:00:00,2987,37.0,6,,Overstock
1138,2006-08-02 00:00:00,253,37.0,4,,Overstock
1139,2006-08-02 00:00:00,3054,37.0,6,,Overstock
1140,2006-08-02 00:00:00,4457,37.0,6,,Overstock
1141,2006-08-02 00:00:00,3096,37.0,3,,Overstock
1142,2006-08-02 00:00:00,4430,37.0,2,,Overstock
1143,2006-08-02 00:00:00,115,37.0,1,,Overstock
1144,2006-08-02 00:00:00,3695,37.0,4,,Overstock
1145,2006-08-02 00:00:00,208,37.0,7,,Overstock
1146,2006-08-02 00:00:00,2818,37.0,5,,Overstock
1147,2006-08-02 00:00:00,2388,37.0,4,,Overstock
1148,2006-08-02 00:00:00,2962,37.0,26,,Overstock
1149,2006-08-02 00:00:00,182,37.0,6,,Overstock
1150,2006-08-02 00:00:00,2663,37.0,10,,Overstock
1151,2006-08-02 00:00:00,4429,37.0,5,,Overstock
1152,2006-08-02 00:00:00,4134,37.0,6,,Overstock
1153,2006-08-28 00:00:00,3881,16.0,1,,Overstock
1154,2006-08-28 00:00:00,2390,16.0,1,,Overstock
1155,2006-08-28 00:00:00,2274,16.0,1,,Overstock
1156,2006-08-28 00:00:00,2436,37.0,2,,Overstock
1157,2006-08-28 00:00:00,2439,39.0,7,,Overstock
1158,2006-08-28 00:00:00,2963,37.0,7,,Overstock
1159,2006-08-28 00:00:00,4073,37.0,2,,Overstock
1160,2006-08-28 00:00:00,4098,37.0,11,,Overstock
1161,2006-08-28 00:00:00,4122,39.0,10,Bloomed very late,Overstock
1162,2006-08-17 00:00:00,1358,19.0,30,,Overstock
1163,2006-07-20 00:00:00,1306,1.0,5,,Overstock
1164,2006-07-20 00:00:00,3686,2.0,2,,Overstock
1165,2006-07-20 00:00:00,1374,2.0,5,,Overstock
1166,2006-07-20 00:00:00,1373,2.0,3,,Overstock
1167,2006-07-20 00:00:00,1350,1.0,3,,Overstock
1168,2006-07-20 00:00:00,3143,1.0,7,,Overstock
1169,2006-07-21 00:00:00,3212,39.0,2,,Overstock
1170,2006-07-21 00:00:00,2326,39.0,1,,Overstock
1171,2006-08-01 00:00:00,1471,19.0,1,,
1172,2006-08-01 00:00:00,939,19.0,7,,
1173,2006-08-01 00:00:00,1074,19.0,2,,
1174,2006-08-01 00:00:00,1073,19.0,2,,
1175,2006-08-01 00:00:00,3143,19.0,1,,
1176,2006-08-01 00:00:00,185,19.0,1,,
1177,2006-08-01 00:00:00,2497,19.0,1,,
1178,2006-08-01 00:00:00,3252,19.0,1,,
1179,2006-08-01 00:00:00,2519,19.0,17,,
1180,2006-08-01 00:00:00,1394,19.0,1,,
1181,2006-08-01 00:00:00,3254,19.0,1,,
1182,2006-08-01 00:00:00,808,19.0,1,,
1183,2006-08-01 00:00:00,3748,19.0,3,,
1184,2006-08-01 00:00:00,1154,19.0,6,,
1185,2006-08-01 00:00:00,888,19.0,1,,
1186,2006-08-01 00:00:00,1576,19.0,1,,
1187,2006-08-01 00:00:00,1178,37.0,13,,
1188,2006-08-01 00:00:00,3127,18.0,1,,
1189,2006-08-01 00:00:00,3535,37.0,4,,
1190,2006-08-01 00:00:00,1442,2.0,7,,
1191,2006-08-01 00:00:00,1433,2.0,2,,
1192,2006-08-01 00:00:00,2611,2.0,1,,
1193,2006-08-01 00:00:00,3591,37.0,1,,
1194,2006-08-01 00:00:00,2294,37.0,6,,
1195,2006-08-01 00:00:00,2609,37.0,8,,
1196,2006-08-01 00:00:00,2435,37.0,10,,
1197,2006-08-01 00:00:00,3212,6.0,1/3,,
1198,2006-08-01 00:00:00,213,37.0,7,,
1199,2006-08-01 00:00:00,2823,39.0,16,,
1200,2006-08-01 00:00:00,4548,37.0,11,,
1201,2006-08-01 00:00:00,4154,2.0,6,,
1202,2006-08-01 00:00:00,3003,37.0,4,,
1203,2006-08-01 00:00:00,4449,39.0,8,,
1204,2006-08-01 00:00:00,4582,37.0,7,,
1205,2006-08-01 00:00:00,1351,1.0,10,,
1206,2006-08-01 00:00:00,1629,1.0,8,,
1207,2006-08-01 00:00:00,2126,37.0,6,,
1208,2006-08-01 00:00:00,1057,37.0,6,came too late we were out for quite a bit of the spring,
1209,2006-08-01 00:00:00,4470,17.0,16,actually mixed baskets- not just geraniums,
1210,2006-08-01 00:00:00,41,37.0,5,do less in 2007!,
1211,2006-08-01 00:00:00,2133,37.0,15,mistake ordering in after we ran out of it!,
1212,2006-08-01 00:00:00,1413,39.0,16,,
1213,2006-08-01 00:00:00,1559,2.0,3,,
1214,2006-08-01 00:00:00,4556,37.0,8,,
1215,2006-08-01 00:00:00,2741,37.0,4,,
1216,2006-08-01 00:00:00,182,37.0,8,TOOOOOOOO MUCH OF ALL Varieties!,
1217,2006-08-01 00:00:00,348,37.0,3,,
1218,2006-08-01 00:00:00,2864,25.0,4,do less  geranium half baskets we had too many,
1219,2006-08-01 00:00:00,2390,37.0,30,actually a mix of them,
1220,2006-08-01 00:00:00,120,37.0,3,,
1221,2006-08-01 00:00:00,2171,16.0,7,mix of colors,
1222,2006-08-01 00:00:00,23,37.0,7,,
1223,2006-08-01 00:00:00,3553,37.0,8,,
1224,2006-08-01 00:00:00,1290,1.0,6,,
1225,2006-08-01 00:00:00,1425,1.0,22,,
1226,2006-08-01 00:00:00,2547,39.0,16,,
1227,2006-08-01 00:00:00,2752,1.0,16,,
1228,2006-08-01 00:00:00,3698,1.0,2,,
1229,2006-08-01 00:00:00,4144,37.0,41,"I know we pitched a lot, but that doesn't mean that we should not get it again it was a super funky plant",
1230,2006-08-15 00:00:00,3082,17.0,46,,
1231,2006-08-15 00:00:00,901,1.0,2,,
1232,2006-08-15 00:00:00,1385,33.0,8/18,,
1233,2006-08-15 00:00:00,3962,1.0,3,,
1234,2006-08-15 00:00:00,3033,39.0,4,,
1235,2006-08-15 00:00:00,3783,1.0,5,,
1236,2006-08-15 00:00:00,1031,1.0,23,also some polaris,
1237,2006-08-15 00:00:00,2145,2.0,12,,
1238,2006-08-15 00:00:00,2147,2.0,7,trays,
1239,2006-08-15 00:00:00,4350,2.0,2,,
1240,2006-08-15 00:00:00,4120,33.0,2,will be more popular in 2007 because of press,
1241,2006-08-15 00:00:00,4166,1.0,3,lots got bumped up- not really sure exactly what it does,
1242,2006-08-15 00:00:00,1398,1.0,16,,
1243,2006-08-15 00:00:00,3184,1.0,20,,
1244,2006-08-15 00:00:00,2665,1.0,16,,
1245,2006-08-15 00:00:00,4230,1.0,28,,
1246,2006-08-15 00:00:00,1439,2.0,64,PACKS,
1247,2006-08-15 00:00:00,3319,4.0,5,,
1248,2006-08-15 00:00:00,2239,25.0,3,,
1249,2006-08-15 00:00:00,2993,37.0,30,,
1250,2006-08-15 00:00:00,4150,39.0,12,,
1251,2006-08-15 00:00:00,1310,39.0,16,,
1252,2006-08-15 00:00:00,4240,39.0,28,,
1253,2006-08-15 00:00:00,2230,25.0,3,,
1254,2006-08-15 00:00:00,3328,25.0,2,,
1255,2006-08-15 00:00:00,3866,37.0,29,,
1256,2006-08-15 00:00:00,4325,37.0,36,,
1257,2006-08-15 00:00:00,2977,37.0,12,,
1258,2006-08-15 00:00:00,4560,37.0,13,,
1259,2006-08-15 00:00:00,2428,25.0,1,,
1260,2006-08-15 00:00:00,3876,25.0,1,,
1261,2006-08-15 00:00:00,3277,37.0,16,,
1262,2006-08-15 00:00:00,2821,37.0,7,,
1263,2006-08-15 00:00:00,2207,18.0,7,actually mixed varieties- but still suprising that we pitched any,
1264,2006-08-15 00:00:00,2314,37.0,11,mix of colors,
1265,2006-08-15 00:00:00,238,37.0,31,,
1266,2006-08-15 00:00:00,3297,37.0,26,,
1267,2006-08-15 00:00:00,3319,4.0,28,,
1268,2006-08-15 00:00:00,4504,4.0,5,,
1269,2006-08-15 00:00:00,2284,4.0,22,mix of stardom colors,
1270,2006-08-15 00:00:00,2952,39.0,25,"actually in pitch notes it says ""Fancy Leaf""",
1271,2006-08-15 00:00:00,4158,33.0,7/18,,
1272,2006-08-15 00:00:00,3789,33.0,7/18,,
1273,2006-08-15 00:00:00,3788,33.0,9/18,,
1274,2006-08-15 00:00:00,213,37.0,6,,
1275,2006-08-15 00:00:00,3003,33.0,34,,
1276,2006-08-15 00:00:00,4490,37.0,8,,
1277,2006-08-15 00:00:00,4098,37.0,30,,
1278,2006-08-15 00:00:00,3624,37.0,48,,
1279,2006-08-15 00:00:00,42,37.0,13,,
1280,2006-08-15 00:00:00,4143,37.0,7,very pretty waxy foliage - late bloomer - do again,
1281,2006-08-15 00:00:00,150,33.0,12,,
1282,2006-08-15 00:00:00,4525,33.0,8,,
1283,2006-08-15 00:00:00,3695,37.0,21,,
1284,2006-08-15 00:00:00,159,33.0,7/18,,
1285,2006-08-15 00:00:00,3434,33.0,12/18,,
1286,2006-08-15 00:00:00,4535,33.0,12/18,,
1287,2006-08-15 00:00:00,3086,37.0,7,,
1288,2006-08-15 00:00:00,1260,37.0,7,,
1290,2006-08-20 00:00:00,2975,4.0,4,,
1291,2006-08-20 00:00:00,3609,37.0,4,,
1292,2006-08-20 00:00:00,144,18.0,14,Actually mixed hangers- way too many,
1293,2006-08-20 00:00:00,3212,33.0,19/18,,
1294,2006-08-20 00:00:00,1417,39.0,28,,
1295,2006-08-20 00:00:00,1057,37.0,16,CAME TOO LATE BECAUSE WE COULD HAVE USED THEM EARLIER OR THEY COULD HAVE BEEN BUMPED UP,
1296,2006-08-20 00:00:00,2153,16.0,17,MIX OF COLORS,
1297,2006-08-20 00:00:00,4283,37.0,4,SUFFICE TO SAY THAT THIS PLANT GREW SO QUICKLY THAT IT GOT A CASE OF THE SNOTS,
1298,2006-08-20 00:00:00,258,37.0,12,,
1299,2006-08-20 00:00:00,2435,37.0,30,,
1300,2006-08-20 00:00:00,2853,37.0,5,,
1301,2006-08-20 00:00:00,2428,37.0,23,,
1302,2006-08-20 00:00:00,2425,37.0,17,,
1303,2006-08-20 00:00:00,2439,39.0,100,,
1304,2006-08-20 00:00:00,182,37.0,39,,
1305,2006-08-20 00:00:00,2163,37.0,15,mix of colors,
1306,2006-08-20 00:00:00,1351,2.0,14,PACKS- BAD SOIL,
1307,2006-08-20 00:00:00,3278,3.0,6,,
1308,2006-08-20 00:00:00,2818,18.0,4,MIX OF COLORS,
1309,2006-08-20 00:00:00,2818,37.0,64,,
1310,2006-08-20 00:00:00,4342,18.0,4,,
1311,2006-08-20 00:00:00,232,0.0,,,
1312,2006-09-01 00:00:00,2963,5.0,2,,Overstock
1313,2006-09-01 00:00:00,151,5.0,3.5,,Overstock
1314,2006-09-01 00:00:00,3533,37.0,6,,Overstock
1315,2006-09-01 00:00:00,258,5.0,1.5,,Overstock
1316,2006-09-01 00:00:00,2965,37.0,8,,Overstock
1317,2006-09-01 00:00:00,3853,37.0,2,,Overstock
1318,2006-09-01 00:00:00,4420,5.0,3,don't buy again - hardly grew,Overstock
1319,2006-09-01 00:00:00,2439,6.0,3.5,,Overstock
1320,2006-09-01 00:00:00,4427,5.0,.75,,Overstock
1321,2006-09-01 00:00:00,3086,5.0,.33,,Overstock
1322,2006-09-01 00:00:00,4125,5.0,3,mixed phygeliuses pitched,Overstock
1323,2006-09-01 00:00:00,2410,5.0,1.5,,Overstock
1325,2006-09-01 00:00:00,3302,37.0,2,,Overstock
1326,2006-09-01 00:00:00,3910,5.0,.5,,Overstock
1327,2006-09-01 00:00:00,3302,16.0,13,mixed NG impatiens dumped,Overstock
1328,2006-09-01 00:00:00,2190,5.0,1,,Overstock
1329,2006-09-01 00:00:00,2393,6.0,1,color was unspecified,Overstock
1330,2006-09-01 00:00:00,2135,5.0,3,,Overstock
1331,2006-09-01 00:00:00,41,5.0,1.5,,Overstock
1332,2006-09-01 00:00:00,3535,37.0,1,,Overstock
1333,2006-09-01 00:00:00,4546,5.0,1.5,type of a. rubignosa unspecified,Overstock
1335,2006-09-01 00:00:00,4324,5.0,1,,Overstock
1336,2006-09-01 00:00:00,4589,5.0,.5,,Overstock
1337,2006-05-28 00:00:00,804,19.0,7,,Overstock
1338,2006-06-07 00:00:00,2818,37.0,10,,Overstock
1339,2006-06-07 00:00:00,2777,37.0,1,,Overstock
1340,2006-06-07 00:00:00,3293,37.0,2,,Overstock
1341,2006-06-07 00:00:00,3918,37.0,2,,Overstock
1342,2006-06-07 00:00:00,2388,37.0,2,,Overstock
1343,2006-06-07 00:00:00,2385,37.0,1,,Overstock
1344,2006-06-07 00:00:00,2780,37.0,1,,Overstock
1345,2006-07-12 00:00:00,1534,2.0,15,,Overstock
1346,2006-07-12 00:00:00,1533,2.0,13,,Overstock
1347,2006-07-12 00:00:00,1533,2.0,7,improved,Overstock
1348,2006-07-12 00:00:00,1546,2.0,8,,Overstock
1349,2006-07-12 00:00:00,3650,2.0,3,,Overstock
1350,2006-07-12 00:00:00,3651,2.0,2,,Overstock
1351,2006-07-12 00:00:00,248,37.0,42,,Overstock
1352,2006-07-12 00:00:00,1540,2.0,1,,Overstock
1353,2006-07-12 00:00:00,1530,2.0,1,,Overstock
1354,2006-07-12 00:00:00,1539,2.0,1,,Overstock
1355,2006-07-12 00:00:00,1535,2.0,1,,Overstock
1356,2006-04-11 00:00:00,2122,37.0,1,,
1357,2006-04-11 00:00:00,3344,37.0,1,,
1358,2006-04-11 00:00:00,2170,37.0,4,,
1359,2006-04-23 00:00:00,3938,37.0,2,,
1360,2006-04-23 00:00:00,2294,37.0,1,,
1361,2006-04-23 00:00:00,4285,37.0,1,,
1362,2006-04-12 00:00:00,4121,37.0,7,"slimy, dead pots discarded",Disease
1363,2006-04-12 00:00:00,2339,37.0,1,,Disease
1364,2006-05-16 00:00:00,1455,37.0,1,overgrown,Other
1365,2006-05-22 00:00:00,3306,37.0,1,died,Other
1366,2006-05-22 00:00:00,2851,37.0,1,died,
1367,2006-05-22 00:00:00,2435,37.0,1,died,
1368,2006-05-22 00:00:00,2135,37.0,2,died,
1369,2006-05-22 00:00:00,2821,37.0,2,died,
1370,2006-05-22 00:00:00,3938,37.0,2,died,
1372,2006-05-22 00:00:00,4286,37.0,4,died,
1373,2006-05-22 00:00:00,4367,37.0,1,died,
1374,2006-05-22 00:00:00,2428,37.0,1,died,
1376,2006-05-22 00:00:00,2804,37.0,1,died,
1377,2006-07-06 00:00:00,2736,2.0,8,,Disease
1378,2006-07-06 00:00:00,1570,2.0,8,,Disease
1380,2006-07-12 00:00:00,1329,2.0,.1,,
1381,2006-07-12 00:00:00,1327,2.0,1.5,,
1382,2006-07-12 00:00:00,4354,2.0,1.1,,
1383,2006-07-12 00:00:00,322,2.0,2,,
1384,2006-07-12 00:00:00,1568,2.0,.5,,
1385,2006-07-12 00:00:00,1565,2.0,1,,
1386,2006-07-12 00:00:00,1504,2.0,1,,
1387,2006-07-12 00:00:00,1594,2.0,.75,,
1388,2006-07-12 00:00:00,3607,2.0,1.8,,
1389,2006-07-12 00:00:00,1592,2.0,1.6,,
1390,2006-07-12 00:00:00,1374,15.0,.2,,
1391,2006-07-12 00:00:00,1246,15.0,2.2,,
1392,2006-07-12 00:00:00,1245,15.0,2.6,,
1393,2006-07-12 00:00:00,3647,2.0,.4,,
1394,2006-04-11 00:00:00,4307,37.0,2,,
1395,2006-04-11 00:00:00,208,37.0,2,,
1396,2006-04-11 00:00:00,2438,39.0,13,,
1397,2006-04-11 00:00:00,2438,37.0,1,,
1398,2006-05-06 00:00:00,1506,37.0,14,,
1399,2006-05-06 00:00:00,2126,37.0,1,,
1400,2006-05-06 00:00:00,3027,37.0,1,,
1401,2006-05-16 00:00:00,4319,37.0,3,,
1402,2006-05-16 00:00:00,2351,37.0,1,,
1403,2006-05-17 00:00:00,2439,39.0,4,,
1404,2006-05-18 00:00:00,2351,37.0,2,,
1405,2006-05-18 00:00:00,4320,37.0,3,,
1406,2006-05-19 00:00:00,2436,37.0,1,,
1407,2006-05-19 00:00:00,4293,37.0,1,,
1408,2006-05-19 00:00:00,2439,39.0,46,,
1409,2006-05-22 00:00:00,2351,37.0,2,,
1410,2006-05-22 00:00:00,2352,37.0,2,,
1411,2006-05-22 00:00:00,1506,37.0,1,,
1412,2006-05-22 00:00:00,2607,37.0,5,,
1413,2006-05-27 00:00:00,2351,37.0,1,,
1414,2006-06-06 00:00:00,2439,39.0,15,,
1415,2006-06-11 00:00:00,2352,37.0,6,,
1416,2006-06-17 00:00:00,2352,37.0,2,,
1417,2006-06-17 00:00:00,2351,37.0,1,,
1418,2006-07-02 00:00:00,2723,2.0,2,,
1419,2006-07-12 00:00:00,258,37.0,12,,
1420,2006-07-12 00:00:00,2963,1.0,3,,
1421,2006-07-12 00:00:00,2963,37.0,27,,
1422,2006-07-12 00:00:00,4546,37.0,71,,
1423,2006-07-12 00:00:00,4134,37.0,73,,
1424,2006-05-12 00:00:00,2398,39.0,11,,
1425,2006-05-12 00:00:00,2343,39.0,4,,
1426,2006-05-12 00:00:00,2397,39.0,12,,
1427,2006-05-22 00:00:00,1308,39.0,5,,
1428,2006-05-22 00:00:00,2326,39.0,4,,
1429,2006-05-22 00:00:00,1315,39.0,2,,
1430,2006-05-22 00:00:00,1310,37.0,2,,
1431,2006-05-22 00:00:00,276,37.0,1,,
1432,2006-05-22 00:00:00,4625,37.0,1,,
1433,2006-05-22 00:00:00,2403,37.0,1,,
1434,2006-05-22 00:00:00,2326,37.0,1,,
1435,2006-05-28 00:00:00,1308,15.0,2,,
1436,2006-05-28 00:00:00,1308,2.0,.25,,
1437,2006-05-28 00:00:00,3014,37.0,3,,
1438,2006-05-28 00:00:00,4122,15.0,1.5,,
1439,2006-05-28 00:00:00,3692,15.0,1,,
1440,2006-05-28 00:00:00,2398,37.0,6,,
1441,2006-05-28 00:00:00,2397,37.0,4,,
1442,2006-05-28 00:00:00,2343,39.0,1,,
1443,2006-05-28 00:00:00,1289,33.0,.1,"1 foxglove, says note - not sure of type",
1444,2006-05-28 00:00:00,2417,37.0,1,,
1445,2006-05-28 00:00:00,3164,37.0,1,,
1446,2006-05-28 00:00:00,3014,37.0,1,,
1447,2006-05-28 00:00:00,1620,15.0,1.3,,
1448,2006-05-28 00:00:00,1634,37.0,1,,
1449,2006-05-28 00:00:00,3212,33.0,.1,,
1450,2006-05-28 00:00:00,1308,15.0,.1,,
1451,2006-05-28 00:00:00,2741,37.0,1,,
1452,2006-05-30 00:00:00,4622,37.0,1,,
1453,2006-05-30 00:00:00,2328,37.0,1,,
1454,2006-06-17 00:00:00,2397,39.0,6,,
1455,2006-07-12 00:00:00,3667,15.0,2.5,,
1456,2006-07-12 00:00:00,2614,15.0,.2,,
1457,2006-07-12 00:00:00,3687,2.0,1.7,,
1458,2006-07-12 00:00:00,2875,15.0,.3,,
1459,2006-07-12 00:00:00,1332,15.0,.8,,
