CombinedName,LabelDescription,SunConditions,ItemID,Inactive,Item,Variety,Color,Type,Definition,PictureLayout,PictureLink
Nemesia Angelart Banana Yellow,Very fragrant with a mounding habit and is an easy grower.,blank.jpg,7422,FALSE,Nemesia,Angelart Banana,Yellow,Annual,,,
Nemesia Angelart Cherry Red,Very fragrant with a mounding habit and is an easy grower.,blank.jpg,7423,FALSE,Nemesia,Angelart Cherry,Red,Annual,,,
Nemesia Angelart Peach Peach,Very fragrant with a mounding habit and is an easy grower.,blank.jpg,7424,FALSE,Nemesia,Angelart Peach,Peach,Annual,,,
Diascia My Darling Peach Peach,"Very floriferous, great for combinations, nice early bloomer.",blank.jpg,7425,FALSE,Diascia,My Darling Peach,Peach,Annual,,,
Dipladenia Rio Pink Pink,"Dipladenia is a compact plant with gorgeous 3"" trumpet shaped flowers. Rio™ Pink flowers all summer long and is great in hot, humid areas of the country.",blank.jpg,7426,FALSE,Dipladenia,Rio Pink,Pink,Annual,,,
Dipladenia Rio White White,"Dipladenia is a compact plant with gorgeous 3"" trumpet shaped flowers. Rio™ White flowers all summer long and is great in hot, humid areas of the country.",blank.jpg,7427,FALSE,Dipladenia,Rio White,White,Annual,,,
Echevaria MIX MIX,Nice succulent mix easy to keep alive if you don’t drown it.,blank.jpg,7428,FALSE,Echevaria,MIX,MIX,Annual,,,
Oleander  White,The flowers are very fragrant. All parts of plant are poisonous to humans and animals if ingested; the plant's sap can cause skin irritation in some individuals.,blank.jpg,7429,FALSE,Oleander,,White,Annual,,,
Mum Olivia Orange,Lovely orange fall color,part-sun_sun.jpg,7430,FALSE,Mum,Olivia,Orange,Annual,,,
Alternanthera Brazilian Red Hot,Nice filler for combinations with unique leaf colors.,blank.jpg,7431,FALSE,Alternanthera,Brazilian Red Hot,,Annual,,,
Angelonia Serenita Pink Pink,Nice pink flower. Great for hot sun. very forgiving to drought.,blank.jpg,7432,FALSE,Angelonia,Serenita Pink,Pink,Annual,,,
Dahlia Myrtles Folly,"Each narrow, twisted petal of Dahlia Myrtle's Folly is exquisitely coloured to form a huge powder puff flower in wonderful shades of pink and yellow. Arguably one of the showiest varieties, with massive flower heads of up to 18cm (7"") across that must be seen to be believed. Height: 90cm",blank.jpg,7443,FALSE,Dahlia,Myrtles Folly,,Annual,,,
Dahlia Summer Sunset Peach,"Height: 36-48""",blank.jpg,7444,FALSE,Dahlia,Summer Sunset,Peach,Annual,,,
Dahlia Cafe au Lait Soft Peach,"One of the most popular and sought after Dahlia cultivars in recent years, the gorgeous Cafe au Lait is one of the most popular varieties we carry! Ranging in color from a blush peach to a creamy beige, Cafe au Laits are usually darker towards the center and fade to an elegant, pale shade towards the outside. A top choice for brides and florists alike, Cafe au Lait Dahlias deserve to be a part of your Dahlia garden this summer!",blank.jpg,7445,FALSE,Dahlia,Cafe au Lait,Soft Peach,Annual,,,
"PSEUDORHIPSALIS
ramulosa",A Rhipsalis cousin with long flat leaves hanging down 12 – 24” in good bright light the leaves keep their glowing pinkish-red color. We have used it in combo planters and hanging baskets with much success. Plant in full to part sun in well draining soil.,blank.jpg,7449,FALSE,"PSEUDORHIPSALIS
ramulosa",,,Annual,,,
"SCIRPUS ""Fiber Optic Grass"" Green","Ht. 10-12"" A clumping grass-like plant with bright green leaves, at the end of each leaf is a tiny flower, giving it the appearance of fiber optics. A wonderful addition to container gardens and can also be grown as a water plant. Grows best in full to part sun.",blank.jpg,7450,FALSE,SCIRPUS,"""Fiber Optic Grass""",Green,Annual,,,
Dyckia Burgundy Lace Burgundy,Dyckias are members of the Bromeliad family and native to South America. They require very little care and surprise you when you least expect it with fragrant orange blooms extended on a 10” stem. Use in mixed containers or in a special little pot. Full sun to part shade.,blank.jpg,7451,FALSE,Dyckia,Burgundy Lace,Burgundy,Annual,,,
Acanthus Whitewater Pink,"A new and improved variegated Acanthus, more vigorous than ‘Tasmanian Angel’ Forms a large clump with 4’ tall white flower spikes washed with pink. Hardy throughout Z7. Grow in full to part shade in well draining rich soil.",blank.jpg,7452,FALSE,Acanthus,Whitewater,Pink,Annual,,,
Phlebodium aureum Blue Star,"A beautiful form of Phlebodium aureum with distinct chalk blue leaves, a nice color boost for shade planters.",blank.jpg,7453,FALSE,Phlebodium aureum,Blue Star,,Annual,,,
KALANCHOE pumila Dwarf Blue Pink,"Dwarf Blue
Attaining a height of just 6 – 8 inches Dwarf Blue has an easy to use color of silvery powder blue. Indispensable in sunny container plantings, its 2 inch fleshy, lightly serrated leaves add texture as well as color. If brought in for the winter it will delight you with little panicles of light pink blooms.",blank.jpg,7454,FALSE,KALANCHOE pumila,Dwarf Blue,Pink,Annual,,,
ECHEVERIA Coral Reef Red,These new Coral Reef Echeveria would fit right in on the bottom of the sea….. luckily for us they do perfectly well above the high tide mark and in full sun. Bright red and fully ruffled and frilled for an amazing textural experience.,blank.jpg,7456,FALSE,ECHEVERIA,Coral Reef Red,,Annual,,,
Calibrachoa Minfamous Double Apricot Apricot,"Early-to-flower, semi-trailing and medium vigor. Ideal for quart, gallon, basket and mixed container programs.",blank.jpg,7475,FALSE,Calibrachoa,Minfamous Double Apricot,Apricot,Annual,,,
Osteospermum 4D Lemon Ice White,An improvement on the 3D series while still maintaining the double centers that keep the flowers open all the time. Great colors for early sales. Lovely pure white with bright lemon yellow double centers. Blossoms stay open all the time for increased appeal.,blank.jpg,7476,FALSE,Osteospermum,4D Lemon Ice,White,Annual,,,
Petunia Tritunia Purple Star Purple,"Consider this new petunia series the ‘Best of the Best’ of three long standing popular single flower grandiflora series! The breeders have combined the best performing varieties of Ultra, Storm and Bravo into one high performance petunia series.",blank.jpg,7477,FALSE,Petunia,Tritunia Purple Star,Purple,Annual,,,
Impatiens Dazzler Coral Coral,Easy to grow flowers for shade that provide constant color.,blank.jpg,7478,FALSE,Impatiens,Dazzler Coral,Coral,Annual,,,
Pansy Matrix Deep Orange Orange,"Your best option for shorter days and cool growing – plants look better, last longer and have the tightest flowering window for less dump. Most uniform Spring-flowering series. 
Large blooms maintain good presentation under cold, dark, wet Winter production.",blank.jpg,7479,FALSE,Pansy,Matrix Deep Orange,Orange,Annual,,,
Digiplexis Illumination Raspberry Raspberry,"Shrubby foxglove hybrid puts on a non-stop show of spectacular spikes of bold raspberry-pink flowers. Clump-forming, well-branched sterile plants make a vivid impression massed in the sunny border or blazing in a patio container. First-rate cut flowers.",blank.jpg,7480,FALSE,Digiplexis,Illumination Raspberry,Raspberry,Annual,,,
Geranium Caliente Orange,Caliente Orange is a interspecific geranium hybrid featuring single flowers in orange on dark green foliage.  Heat loving and drought tolerant with exceptional edema tolerance this beauty will give you continuous color all season long.,blank.jpg,7481,FALSE,Geranium,Caliente,Orange,Annual,,,
Impatiens Sunpatiens Compact Red Red,"Compact Sunpatiens are our besting selling series and feature award-winning garden performance from coast to coast. The compact series can grow 14-32"" tall and 14-24” wide in the garden.  Warmer night temperatures (South, Southeast) result in stronger growth while SunPatiens planted in cooler, northern locations are somewhat shorter. Continous color through fall.",blank.jpg,7482,FALSE,Impatiens,Sunpatiens Compact Red,Red,Annual,,,
Impatiens Sunpatiens Compact Neon Pink Pink,"Compact Sunpatiens are our besting selling series and feature award-winning garden performance from coast to coast. The compact series can grow 14-32"" tall and 14-24” wide in the garden.  Warmer night temperatures (South, Southeast) result in stronger growth while SunPatiens planted in cooler, northern locations are somewhat shorter. Continous color through fall.",blank.jpg,7483,FALSE,Impatiens,Sunpatiens Compact Neon Pink,Pink,Annual,,,
Impatiens Fusion Infrared Apricot Apricot,"This vigorous and well-branched series features uniquely shaped flowers held over the foliage – great for attracting shoppers at retail. Ideal for large, high-margin containers and baskets, Fusion can be grown in the same environment as Fiesta varieties. Can withstand cool temperatures; prefers morning sun/afternoon shade in the garden.",blank.jpg,7484,FALSE,Impatiens,Fusion Infrared Apricot,Apricot,Annual,,,
Pansy Delta Cotton Candy Mix,"Mixture of pastel blues and pinks give this pansy a distinct 'Cotton Candy' look. Grows 4-6"" tall. For full to partial sun.",blank.jpg,7512,FALSE,Pansy,Delta Cotton Candy,Mix,Annual,,,
"Ammi caraota ""DARA"" MIX","Attractive 3 1/2-5"" lacy umbels atop strong, sturdy, upright stems. Flowers in shades of dark purple, pink, or white. Highly productive with 7-15 stems per plant. Long lasting in bouquets. Also known as Queen Anne's lace, ornamental carrot, and wild carrot. Ht. 36-48""",sun.jpg,7513,FALSE,Ammi caraota,"""DARA""",MIX,Annual,,,
Helianthus Vincent's Choice Yellow,"Round petals, great sunflower for vases.",blank.jpg,7514,FALSE,Helianthus,Vincent's Choice,Yellow,Annual,,,
Setaria italica Lime Light Spray Millet Green,"Excellent cutflower! The vibrant lime color is enough to make this variety a keeper but it is also fantastically uniform in height, bloom size and bloom time. The stand is lush and self supporting, remaining upright even in severe weather. Ht. 36-60"".",blank.jpg,7515,FALSE,Setaria italica,Lime Light Spray Millet,Green,Annual,,,
Basil Aromatto Purple,"The tallest cut-flower basil in our trials. Aromatto has sturdy, purple stems, dark purple flower bracts, and purple-green bicolor foliage. Use as a filler accent or edible flower.",blank.jpg,7516,FALSE,Basil,Aromatto,Purple,Annual,,,
Mirabilis Country Garden Mix Mix,"Four O’Clocks get their name because they don’t open until the late afternoon, creating much anticipation! This tropical wildflower has been a garden favorite for centuries, probably grown by your grandmother. An annual staple for any gardener.",blank.jpg,7517,FALSE,Mirabilis,Country Garden Mix,Mix,Annual,,,
Celosia Bombay Pink Pink,"Large, triangular comb-shaped flower heads. Bombay adds an exclusive touch to any bouquet, whether alone or mixed.",blank.jpg,7518,FALSE,Celosia,Bombay Pink,Pink,Annual,,,
Celosia Bombay Salmon Salmon,"Large, triangular comb-shaped flower heads. Bombay adds an exclusive touch to any bouquet, whether alone or mixed.",blank.jpg,7519,FALSE,Celosia,Bombay Salmon,Salmon,Annual,,,
Celosia Sunday Mix Mix,"The Sunday series is a plumosa type celosia that was bred specifically with cut flower growers in mind. Stem length and strength are sufficiently long to allow growers to cut and sell wholesale, or to use in retail bouquets.",blank.jpg,7520,FALSE,Celosia,Sunday Mix,Mix,Annual,,,
Helianthus Jade,Nearly-white petals surround lime green centers.,blank.jpg,7521,FALSE,Helianthus,Jade,,Annual,,,
Helianthus Peach Passion,"Fantastic branching variety with unique color. Petite, peach colored blooms on long stems are ideal for arrangements. Flowers average 2-4"" across.",blank.jpg,7522,FALSE,Helianthus,Peach Passion,,Annual,,,
Helianthus Procut Gold,"mpressive early sunflower for cutting. Petals are a rich gold around a golden center. Tall, with strong stems. 3-4"" blooms.",blank.jpg,7523,FALSE,Helianthus,Procut Gold,,Annual,,,
Helianthus Sunrich Orange,"This nonbranching, pollenless sunflower is the same color as Sunrich Orange.",blank.jpg,7524,FALSE,Helianthus,Sunrich Orange,,Annual,,,
Lisianthus Rosanne Green,Lisianthus Rosanne has very unique flower colors and color patterns as well as an excellent vase life with more useable buds. The thick flower petals and top flowering habit of this series reduce botrytis problems during transporation.,sun.jpg,7525,FALSE,Lisianthus,Rosanne,Green,Annual,,,
Statice Seeker Mix Mix,"1 1/2 - 3"" flowers are produced on strong stems in the field and greenhouse. Seeker Mix is more uniform and has a better color range (blue, pastel blue, purple, white, and shades of yellow and rose) than Pacific Mix, which it replaces. Also known as annual statice and wavyleaf sea lavender. Ht. 24-30"".",blank.jpg,7526,FALSE,Statice,Seeker Mix,Mix,Annual,,,
Snapdragon Chantilly Mix,"Long-lasting in the vase, Chantilly is an all-around superb performer. You will love its vigorous growth, thrill to its beautiful yawning blooms, and enjoy its staying power after others have given up. Do try it this season in the sunny garden!",sun.jpg,7527,FALSE,Snapdragon,Chantilly Mix,,Annual,,,
Gladiolus Rose Supreme Salmon,"Ht. 18-36"" Warm, rosy salmon with lighter, sometimes white marks on the petals",blank.jpg,7528,FALSE,Gladiolus,Rose Supreme,Salmon,Annual,,,
Gladiolus Vedetta Peach,"Ht. 18-36"" Pale peach with soft yellow center.",blank.jpg,7529,FALSE,Gladiolus,Vedetta,Peach,Annual,,,
Gladiolus Sunshine Yellow/Orange,"Ht. 18-36"" Bright and colorful yellow and orange flower spikes.",blank.jpg,7530,FALSE,Gladiolus,Sunshine,Yellow/Orange,Annual,,,
Colocasia Black Coral,"We are thrilled to offer the most incredible elephant ear yet from the breeding program of Hawaii's Dr. John Cho. Colocasia 'Black Coral' represents an amazing breeding breakthrough, forming a 3.5' tall clump of very glossy, jet-black leaves with heavy corrugation.",blank.jpg,7561,FALSE,Colocasia,Black Coral,,Annual,,,
Rudbeckia hirta Sahara Mix,A delightful mix of caramel and soft pink/red blooms. Flowers are semi double to fully double. Good heat tolerance and great for amateur cut flowers.,sun.jpg,7571,FALSE,Rudbeckia hirta,Sahara,Mix,Annual,,,
Ficus Chicago Hardy,Great for pot culture. Beautiful plant. Tasty fruit. Zone 7.,blank.jpg,7578,FALSE,Ficus,Chicago Hardy,,Annual,,,
Sutera James Britannia Party Red Red,"A big step forward for the bedding plant known for its white flowers, ‘JB Party Red’ features beautiful brick red flowers (with subtle darker veining) and a large yellow eye that really stands out at a distance. These are carried over trailing mid green foliage. Grows 6″ high by 18″ wide.",blank.jpg,7584,FALSE,Sutera,James Britannia Party Red,Red,Annual,,,
Comfrey (Symphytum officinale)  Purple,"Comfrey has long been used as a cure by Gypsies and peasant peoples, and has an ancient reputation as a mender of broken bones. In her marvelous book Herbal Healing for Farm and Stable, Juliette de Bairacli also recommends it for uterine and other internal hemorrhages and for the healing of wounds. British Gypsies, she writes, feed the roots to their animals as a spring tonic. (Please Note: Comfrey is toxic to the liver for both humans and livestock and should not be taken orally or used on open wounds. —MOTHER.)",blank.jpg,7607,FALSE,Comfrey (Symphytum officinale),,Purple,Annual,,,
Fenugreek (Trigonella foenumgraecum),"Fenugreek is used as an herb (dried or fresh leaves), spice (seeds), and vegetable (fresh leaves, sprouts, and microgreens). Sotolon is the chemical responsible for fenugreek's distinctive sweet smell. Cuboid-shaped, yellow- to amber-colored fenugreek seeds are frequently encountered in the cuisines of the Indian subcontinent, used both whole and powdered in the preparation of pickles, vegetable dishes, daals, and spice mixes such as panch phoron and sambar powder. They are often roasted to reduce bitterness and enhance flavour.",blank.jpg,7608,FALSE,Fenugreek (Trigonella foenumgraecum),,,Annual,,,
Cuban Oregano (Plectranthus amboinicus),"This perennial herb, known as Cuban oregano or Spanish thyme, has a similar taste and aroma to its namesakes, but is related to neither and is actually a member of the Lamiaceae or mint family. This herb has culinary uses, predominantly, in the cuisines of Cuba, India and the Philippines. The Leaves of Cuban oregano are thought to have anti-inflammatory properties and are traditionally used in the ancient Ayurvedic medicine of India.",blank.jpg,7609,FALSE,Cuban Oregano (Plectranthus amboinicus),,,Annual,,,
Borago officinalis,"Borage is most often sold as a concentrated oil to treat arthritis (and also as a source of gamma linolenic acid). Since there can be side effects like liver damage from using too much of it, you'll see as many discouraging warnings about using borage oil as there are testimonials.",blank.jpg,7610,FALSE,Borago officinalis,,,Annual,,,
Curry (Helichrysum angustifolium),Lovely scent! Pretty foliage. Don’t eat.,blank.jpg,7611,FALSE,Curry (Helichrysum angustifolium),,,Annual,,,
Lavendula Provence Blue,"his lavender is great in the garden and useful for fresh sachets, dried for potpourri and the edible flowers for salads or cooking but is not considered to be a good variety for Lavandin oil production. Though named for the famous lavender growing region of France, this variety is thought to have originated in Canada in the 1950s with the first plant shipped into the US in 1965 coming from Alpenglow Gardens in British Columbia.",blank.jpg,7613,FALSE,Lavendula,Provence,Blue,Annual,,,
Lavendula Vara Purple,Dusky purple flowers. Very nice cut flower.,blank.jpg,7614,FALSE,Lavendula,Vara,Purple,Annual,,,
"Senecio rowleyanus ""String of Pearls""",Fun beaded foliage. Drought tolerant.,blank.jpg,7615,FALSE,Senecio rowleyanus,"""String of Pearls""",,Annual,,,
Kalenchoe orgyalis,Copper hues covered with tiny cinnamon hairs.,blank.jpg,7616,FALSE,Kalenchoe orgyalis,,,Annual,,,
Kalenchoe gastonis bonnieri,Native to Madagascar! Easy to grow!,blank.jpg,7617,FALSE,Kalenchoe gastonis bonnieri,,,Annual,,,
"Aloe barandensis ""Aloe Vara""",A necessary plant for any person who is accident prone.,blank.jpg,7618,FALSE,Aloe barandensis,"""Aloe Vara""",,Annual,,,
Hedera Eva,Small pointed leaves with variegated edges.,blank.jpg,7619,FALSE,Hedera,Eva,,Annual,,,
Hedera Yellow Ripple,Medium to large size. Leaf color varies from grey foliage with yellow margins.,blank.jpg,7620,FALSE,Hedera,Yellow Ripple,,Annual,,,
Kalenchoe thyrsiflora,Easy to grow! Succulent. Flat round leaves.,blank.jpg,7621,FALSE,Kalenchoe thyrsiflora,,,Annual,,,
Pennisetum First Knight,"Pennisetum 'First Knight' (Ornamental Napier Grass). The newest noble boasts the deepest, darkest, blackest purple of them all. A sword thrust of very upright leaves in center, arching around the edges. Hail!",blank.jpg,7624,FALSE,Pennisetum,First Knight,,Annual,,,
Begonia Unstoppable Apricot Apricot,"Great upright growth, lovel in pots or in the ground",blank.jpg,7625,FALSE,Begonia,Unstoppable Apricot,Apricot,Annual,,,
Pansy Panola Violet XP Violet,"Smaller flower, beautiful purple color",blank.jpg,7626,FALSE,Pansy,Panola Violet XP,Violet,Annual,,,
Pansy Frizzle Sizzle Orange Orange,"Ruffled petals, cheery orange flowers",blank.jpg,7627,FALSE,Pansy,Frizzle Sizzle Orange,Orange,Annual,,,
Pansy Frizzle Sizzle Lemonberry Yellow,"Ruffled petals, cheery yellow flowers with blue swirl",blank.jpg,7628,FALSE,Pansy,Frizzle Sizzle Lemonberry,Yellow,Annual,,,
Petunia Easy Wave Red Velour,Great petunia for landscape,sun.jpg,7629,FALSE,Petunia,Easy Wave,Red Velour,Annual,,,
Geranium Big Easy Fuchsia Blue Purple,"Large flowers, nice landscape plant.",blank.jpg,7630,FALSE,Geranium,Big Easy Fuchsia Blue,Purple,Annual,,,
Confetti Mixture Patriot,,sun.jpg,7631,FALSE,Confetti Mixture,Patriot,,Annual,,,
Confetti Mixture Denim Blues,,sun.jpg,7632,FALSE,Confetti Mixture,Denim Blues,,Annual,,,
Bidens Campfire Fireburst Orange,"CAMPFIRE™ Fireburst Bidens offers novel orange and yellow bicolor blooms on a plant that will reach a height of 8-12"" and a spread of 18-24"" in full sun. A strong choice for containers, landscapes or combinations with other medium to high vigor plants",blank.jpg,7633,FALSE,Bidens,Campfire Fireburst,Orange,Annual,,,
Calibrachoa Superbells Saffron,"Abundant, small petunia-like flowers all season on cascading growth; low maintenance.",blank.jpg,7634,FALSE,Calibrachoa,Superbells,Saffron,Annual,,,
Bidens Blazing Glory,"Bidens ‘Blazing Glory’ has single or semi-double flowers that are sun and heat lovers, but can also handle cold temperatures. Performs well in mixed containers, pots, hanging baskets and flowerbeds.",blank.jpg,7635,FALSE,Bidens,Blazing Glory,,Annual,,,
Thunbergia Susie Brownie Brown,Chocolate color Brown mahagony.,blank.jpg,7637,FALSE,Thunbergia,Susie Brownie,Brown,Annual,,,
Geranium Rocky Mountain Salmon Salmon,"Strong, uniform, vigorous plants with large, round flower heads is the standard the Rocky Mountain Series from Syngenta Flowers has set.  Plants are hi-impact and perfect for either monoculture or mixed containers.  Rocky Mountain Salmon gives you beautiful dark salmon semi-double blooms.",blank.jpg,7638,FALSE,Geranium,Rocky Mountain Salmon,Salmon,Annual,,,
Angelonia Angelface Super Blue Blue,"Ht. 30-40"" Blooms all season; heat and drought tolerant plants; grape-scented foliage; low maintenance.",blank.jpg,7639,FALSE,Angelonia,Angelface Super Blue,Blue,Annual,,,
Heliotrope Scentropia Dark Blue Purple,"Ht.12-16. Easy Finisher with a Dense, Semi-Compact Habit and Great Branching
Intense Dark Blue Flowers that Produce a Sweet Scent
Recommended for Butterfly & Hummingbird Gardens",blank.jpg,7640,FALSE,Heliotrope,Scentropia Dark Blue,Purple,Annual,,,
Cyperus involucratus Baby Tut Green,"Ht. 18 - 24"" Easy to grow.",blank.jpg,7641,FALSE,Cyperus involucratus,Baby Tut,Green,Annual,,,
Cyperus Prince Tut Green,"A nicely compact form of Egyptian Papyrus, about half the height of King Tut, but with the same large poms on the ends of the stems.  Fun and interesting, without being so overwhelmingly huge.  With shorter strems than King Tut, Prince Tut is quite sturdy and less likely to have stems flop.",blank.jpg,7642,FALSE,Cyperus,Prince Tut,Green,Annual,,,
Phlox Intensia Blueberry Blue,Heat tolerant and mildew tolerant.  Excellent landscape plants.,blank.jpg,7643,FALSE,Phlox,Intensia Blueberry,Blue,Annual,,,
Phlox Intensia White White,Heat tolerant and mildew tolerant.  Excellent landscape plants.,blank.jpg,7644,FALSE,Phlox,Intensia White,White,Annual,,,
Scaevola Brilliant Purple,"Boast deep blue, fan-shaped flowers that provide a continuous show of color.  These trailing plants are ideal for containers and hanging baskets as will as garden beds.  A very heat tolerant plant, Brilliant scaevola performs well all summer long.",blank.jpg,7645,FALSE,Scaevola,Brilliant,Purple,Annual,,,
Torenia Catalina White Linen White,"Heat and shade tolerant plants, snapdragon-like flowers all season long; low maintenance",blank.jpg,7646,FALSE,Torenia,Catalina White Linen,White,Annual,,,
Impatiens Sunpatiens Spreading Kiss Lavender,"They offer more vigor than Compact SunPatiens and their plant width typically exceeds their height.  Spreading SunPatiens can grow 18-36"" tall and 24-36” wide in the garden.  Their aggressive spreading nature allows you to plant further apart (14-24” spacing) and increase your coverage versus traditional annuals.",blank.jpg,7647,FALSE,Impatiens,Sunpatiens Spreading Kiss,Lavender,Annual,,,
Vinca Pacifica Apricot Apricot,"The earliest, largest-flowered and most vigorous O.P vinca comes with XP seed quality, making it easier to grow and more appealing at retail. Pacifica XP varieties deliver a tight, 5 to 7-day flowering window and uniform, upright habit across all colours. It’s the only vinca series on the market with colours covering all top sellers plus novelties, including the only true Red. Outstanding in hot, dry and sunny conditions, these durable, stress-tolerant plants meet the increasing consumer demand for water-wise, heat-loving crops.",blank.jpg,7648,FALSE,Vinca,Pacifica Apricot,Apricot,Annual,,,
Vinca Pacifica Halo Mix Mix,"The earliest, largest-flowered and most vigorous O.P vinca comes with XP seed quality, making it easier to grow and more appealing at retail. Pacifica XP varieties deliver a tight, 5 to 7-day flowering window and uniform, upright habit across all colours. It’s the only vinca series on the market with colours covering all top sellers plus novelties, including the only true Red. Outstanding in hot, dry and sunny conditions, these durable, stress-tolerant plants meet the increasing consumer demand for water-wise, heat-loving crops.",blank.jpg,7649,FALSE,Vinca,Pacifica Halo Mix,Mix,Annual,,,
Vinca Pacifica Raspberry Raspberry,"The earliest, largest-flowered and most vigorous O.P vinca comes with XP seed quality, making it easier to grow and more appealing at retail. Pacifica XP varieties deliver a tight, 5 to 7-day flowering window and uniform, upright habit across all colours. It’s the only vinca series on the market with colours covering all top sellers plus novelties, including the only true Red. Outstanding in hot, dry and sunny conditions, these durable, stress-tolerant plants meet the increasing consumer demand for water-wise, heat-loving crops.",blank.jpg,7650,FALSE,Vinca,Pacifica Raspberry,Raspberry,Annual,,,
Scaevola Trixie Fairy Liner MIX,Mix of 3 colors for hangers,blank.jpg,7651,FALSE,Scaevola,Trixie Fairy Liner,MIX,Annual,,,
Geranium Ellegance Purple Magesty Purple,Martha Washington type geranium,blank.jpg,7652,FALSE,Geranium,Ellegance Purple Magesty,Purple,Annual,,,
Geranium Ellegance Claret,Martha Washington type geranium,blank.jpg,7653,FALSE,Geranium,Ellegance Claret,,Annual,,,
Geranium Brocade Night Fire Orange,Dark chocolate leaf with greeen edge and orange blooms!,sun.jpg,7654,FALSE,Geranium,Brocade Night Fire,Orange,Annual,,,
Confetti Mixture Hawaiian Hoku Star MIX,Mix for hangers,blank.jpg,7655,FALSE,Confetti Mixture,Hawaiian Hoku Star,MIX,Annual,,,
Confetti Mixture Hawaiian Summer MIX,Mix for hangers,blank.jpg,7656,FALSE,Confetti Mixture,Hawaiian Summer,MIX,Annual,,,
Begonia Bossa Nova Pink Shades Pink,"Bossa Nova, a Begonia boliviensis introduced this spring from Floranova, is a fantastic new option for use in dramatic hanging baskets, colorful combination planters and a variety of other applications where continuous color-power is needed all season long. Bossa Nova exhibits excellent branching on a tidy, yet abundant habit, which makes it an easy, clean and profitable alternative to vegetative varieties.",blank.jpg,7657,FALSE,Begonia,Bossa Nova Pink Shades,Pink,Annual,,,
Coleus Flying Carpet Zinger,,blank.jpg,7658,FALSE,Coleus,Flying Carpet Zinger,,Annual,,,
Coleus Maharaja,,blank.jpg,7659,FALSE,Coleus,Maharaja,,Annual,,,
Coleus Fancy Feathers Copper,,blank.jpg,7660,FALSE,Coleus,Fancy Feathers Copper,,Annual,,,
Coleus Fancy Feathers Black,,blank.jpg,7662,FALSE,Coleus,Fancy Feathers Black,,Annual,,,
Impatiens Sunpatiens Spreading Salmon Salmon,"Spreading SunPatiens feature a strong, mounding habit and are bred for faster coverage in the landscape.  They offer more vigor than Compact SunPatiens and their plant width typically exceeds their height.  Spreading SunPatiens can grow 18-36"" tall and 24-36” wide in the garden.  Their aggressive spreading nature allows you to plant further apart (14-24” spacing) and increase your coverage versus traditional annuals.",blank.jpg,7663,FALSE,Impatiens,Sunpatiens Spreading Salmon,Salmon,Annual,,,
Impatiens Sunpatiens Spreading White White,"Spreading SunPatiens feature a strong, mounding habit and are bred for faster coverage in the landscape.  They offer more vigor than Compact SunPatiens and their plant width typically exceeds their height.  Spreading SunPatiens can grow 18-36"" tall and 24-36” wide in the garden.  Their aggressive spreading nature allows you to plant further apart (14-24” spacing) and increase your coverage versus traditional annuals.",blank.jpg,7664,FALSE,Impatiens,Sunpatiens Spreading White,White,Annual,,,
Penstemon Phoenix Red Red,"This penstemon cultivar has huge red flowers with white throats on upright spikes. The plants bloom all summer, even more so when given a weekly dose of liquid fertilizer. Hardy in Zones 9 and above
The result of breeding work involving the Mexican native Penstemon hartwegii, Phoenix™ Series penstemons are tender herbaceous perennials usually grown as annual bedding plants. Phoenix™ Red produces showy spike-like racemes of large, cherry-red, tubular flowers with white centers. Flowers appear from early summer through early fall, attracting hummingbirds and butterflies.

Phoenix™ Red prefers full sun and well drained sandy loam and is drought and heat tolerant. It is quite hardy in dry climates, but behaves as an annual in areas with significant winter precipitation. It makes an attractive addition to flower beds and mixed borders, and is an especially nice cut flower.",blank.jpg,7665,FALSE,Penstemon,Phoenix Red,Red,Annual,,,
Penstemon Phoenix Pink Pink,"This penstemon cultivar has huge red flowers with white throats on upright spikes. The plants bloom all summer, even more so when given a weekly dose of liquid fertilizer. Hardy in Zones 9 and above
The result of breeding work involving the Mexican native Penstemon hartwegii, Phoenix™ Series penstemons are tender herbaceous perennials usually grown as annual bedding plants. Phoenix™ Red produces showy spike-like racemes of large, cherry-red, tubular flowers with white centers. Flowers appear from early summer through early fall, attracting hummingbirds and butterflies.

Phoenix™ Red prefers full sun and well drained sandy loam and is drought and heat tolerant. It is quite hardy in dry climates, but behaves as an annual in areas with significant winter precipitation. It makes an attractive addition to flower beds and mixed borders, and is an especially nice cut flower.",blank.jpg,7666,FALSE,Penstemon,Phoenix Pink,Pink,Annual,,,
Penstemon Phoenix Violet Violet,"This penstemon cultivar has huge red flowers with white throats on upright spikes. The plants bloom all summer, even more so when given a weekly dose of liquid fertilizer. Hardy in Zones 9 and above
The result of breeding work involving the Mexican native Penstemon hartwegii, Phoenix™ Series penstemons are tender herbaceous perennials usually grown as annual bedding plants. Phoenix™ Red produces showy spike-like racemes of large, cherry-red, tubular flowers with white centers. Flowers appear from early summer through early fall, attracting hummingbirds and butterflies.

Phoenix™ Red prefers full sun and well drained sandy loam and is drought and heat tolerant. It is quite hardy in dry climates, but behaves as an annual in areas with significant winter precipitation. It makes an attractive addition to flower beds and mixed borders, and is an especially nice cut flower.",blank.jpg,7667,FALSE,Penstemon,Phoenix Violet,Violet,Annual,,,
